uuid,ndvi_peak_date,ndvi_peak_value,peak_position
012f9732-4474-4974-94f6-32c749ca8b31,2021-05-28,0.607657596371883,2
012f9732-4474-4974-94f6-32c749ca8b31,2021-08-16,0.5520385487528354,3
012f9732-4474-4974-94f6-32c749ca8b31,2022-09-25,0.715768707482993,1
012f9732-4474-4974-94f6-32c749ca8b31,2023-01-03,0.43694784580498974,1
012f9732-4474-4974-94f6-32c749ca8b31,2023-05-08,0.687934240362811,2
012f9732-4474-4974-94f6-32c749ca8b31,2023-12-24,0.7031666666666659,3
012f9732-4474-4974-94f6-32c749ca8b31,2024-08-20,0.6886507936507948,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2020-05-18,0.6363832199546495,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2020-09-10,0.5725147392290257,2
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2021-09-10,0.6699217687074843,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2022-09-20,0.8172766439909298,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2023-05-13,0.6136473922902501,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2023-12-09,0.6704795918367358,2
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2024-04-22,0.7005782312925178,1
01459aa9-1c48-4e1e-9c52-a9ab946bbeac,2024-07-16,0.811184807256237,2
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2020-08-21,0.6904028722600152,1
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2021-08-26,0.6447052154195018,1
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2022-10-05,0.6748253968253979,1
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2023-06-27,0.6529705215419508,1
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2023-12-09,0.6737001133786854,2
014d7d04-56c4-4e19-b7c5-e3c43f373fa1,2024-08-20,0.6880982615268346,1
014daa68-92d1-4ee5-8060-f132c02e2084,2020-06-27,0.5668888888888896,1
014daa68-92d1-4ee5-8060-f132c02e2084,2021-10-05,0.43044444444444496,1
014daa68-92d1-4ee5-8060-f132c02e2084,2023-05-18,0.49970975056689426,1
014daa68-92d1-4ee5-8060-f132c02e2084,2023-12-14,0.5360187074829937,2
014daa68-92d1-4ee5-8060-f132c02e2084,2024-05-02,0.5429705215419492,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2020-01-19,0.7002970521541947,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2020-09-15,0.6712086167800463,2
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2020-11-29,0.7058350340136061,3
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2021-05-28,0.6430430839002277,1
014e6d8e-b013-4f49-9dca-4b1e0f0aa3d7,2021-09-10,0.6210839002267584,2
